PROCESSOS - CONSELHO DE TRANSFORMAÇÃO DIGITAL,,,,,,,,,"R$ 1.030.247.955,41",,,,,,"R$ 428.862.865,16",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROVIDêNCIAS,ID,DATA RECEB CTD,PROCESSO,ÓRGÃO,OBJETO,CATEGORIAS DA DEMANDA,SUB-CATEGORIA PRINCIPAL,MODALIDADE DE CONTRATAÇÃO,VALOR SOLICITADO,RESPONSÁVEL FICHA TÉCNICA,STATUS DA FICHA (TÉCNICOS),CATEGORIA VALOR,REUNIÃO CTD,STATUS DELIBERAÇÃO CONSELHO ou COMITÊ,VALOR APROVADO,TEM NO DOE?,VALOR CONTRATADO,DATA CONTRATAÇÃO,FORMA DE EXECUÇÃO,VIGÊNCIA DA CONTRATAÇÃO,COMPROMISSO DE GOVERNO ,MARCO TEMPORAL,OBSERVAÇÃO GOVERNADOR,OBSERVAÇÕES  SIA,Coluna 1,Coluna 2,RENOVAÇÃO,CONTRATO,VALOR MENSAL PAGO,PLANO ESTRATÉGICO,SISTEMA (TIPO),INFRAESTRUTURA E EQUIPAMENTOS (TIPO),CONSULTORIA / OUTROS SERVIÇOS de TIC,CONCLUSÃO TÉCNICA DA FICHA,DESPACHO DECISÓRIO COMITÊ (ABAIXO DE 600MIL),DESPACHO AD REFEREDUM (ACIMA DE 600 MIL),OBSERVAÇÕES REUNIÃO,OBSERVAÇÕES,REUNIÃO - DATA,PONTO DE PAUTA NA REUNIÃO
,DCT86,01/04/2025,00031.000260/2024-01,JUCEPI,"Trata-se de solicitação da JUCEPI para acrescimo de objeto no Contrato n° 003/2021 com a empres VOX Soluções Tecnológicas Ltda. O pedido inclusi novas funcionalidades no sistema integrador, como módulos agropecuários, BI e chatbot, além de aumento na capacidade do Data Center. ",SISTEMA,Sistema Existente / Contratação de Pessoa Jurídica,Não se aplica (Renovação),"R$ 273.821,40",ETIPI,CONCLUÍDO,ABAIXO DE 600 MIL,NÃO SE APLICA,APROVADO,,,,,Contratação de Pessoa Jurídica,12M,CG-081,DEPOIS DO COMITÊ,,,,,,,,EIXO TRANSVERSAL 3,Desenvolvimento (Manutenção / Aperfeiçoamento ou Sustentação),,,,,,,,,
,DCT87,01/04/2025,00089.016250/2023-33,UESPI,Aquisição de 02 (duas) lousas digitais,INFRAESTRUTURA E EQUIPAMENTOS DE TIC,Outros Equipamentos,Pregão Eletrônico,"R$ 79.492,00",ETIPI,CONCLUÍDO,ABAIXO DE 600 MIL,NÃO SE APLICA,APROVADO,"R$ 79.492,00",,,não formalizado,Contratação de Pessoa Jurídica,12M,CG-007,DEPOIS DO COMITÊ,,,,,,,,EIXO ESTRATÉGICO 2,,Materiais e Equipamentos Diversos,,,,,,,,
,DCT87,04/04/2025,00002.000766/2025-31,SEAD,contratação de consultoria especializada para o desenvolvimento e implementação de uma solução tecnológica com uso de Inteligência Artificial (IA) destinada à modernização da gestão e ao fortalecimento da governança da folha de pagamento dos servidores públicos do Estado do Piauí.,"SISTEMA, INFRAESTRUTURA E EQUIPAMENTOS DE TIC, CONSULTORIA E SERVIÇOS DE TIC",Consultoria / Inteligência Artificial,"Operação de Crédito (BID, BIRD, etc)","R$ 12.377.959,92",SEAD,CONCLUÍDO,ACIMA 600 MIL,17/06/2025,APROVADO,"R$ 12.377.959,92",,,,Contratação de Pessoa Jurídica,12M,NÃO,DEPOIS DO COMITÊ,,,,,,,,"Transformação Digital – Choque de Digitalização”, “Eficiência/Resultados” e “Estabilidade Fiscal”​.",Desenvolvimento (Novo Sistema),"Computação em Nuvem, Hospedagem de Sistemas, Suporte e Atendimento a Usuário de TIC, Segurança da Informação e Privacidade",Outras consultorias especializadas em TIC;,,,,,,,
,DCT88,04/04/2025,00002.008957/2024-60,SEAD,"contratação de bens, através do Pró-gestão, com vistas à aquisição de 20 (vinte) pares de receptores GNSS L1/L2 RTK, 15 (quinze) receptores GPS de navegação portátil, 04 (quatro) aeronaves remotamente pilotada (drone com hélices) com sistema RTK integrado e 01 (um) sistema GNSS com ativação por assinatura, composto dos seguintes itens: Receptor GNSS, Coletor de Dados, assinatura de Software para Coleta de Dados e assinatura de Correção Diferencial via satélite e demais acessórios, para atender às necessidades desta superintendência, conforme especificações em anexo na Especificação Técnica elaborada pela equipe desta SPI.",INFRAESTRUTURA E EQUIPAMENTOS DE TIC,Outros Equipamentos,"Operação de Crédito (BID, BIRD, etc)","R$ 2.965.773,40",SEAD,CONCLUÍDO,ACIMA 600 MIL,17/06/2025,APROVADO,"R$ 2.965.773,40",,,,Contratação de Pessoa Jurídica,12M,CG-081,DEPOIS DO COMITÊ,,,,,,,,EIXO TRANSVERSAL 3,,Materiais e Equipamentos Diversos,,,,,,,,
,DCT92,04/04/2025,00017.000717/2025-39,SEPLAN,Solicitação de Equipamentos de WiFi para a DITI,INFRAESTRUTURA E EQUIPAMENTOS DE TIC,Equipamentos de TIC,Contratação Direta (Dispensa),"R$ 52.077,67",SEAD,CONCLUÍDO,ABAIXO DE 600 MIL,NÃO SE APLICA,APROVADO,"R$ 52.077,67",,"R$ 49.855,00",14/04/2025,Contratação de Pessoa Jurídica,3M,CG-141,DEPOIS DO COMITÊ,,,,,,,,EIXO TRANSVERSAL 3,,"Materiais e Equipamentos de TIC, Infraestrutura de TIC",,,,,,,,
,DCT91,04/04/2025,00003.001242/2025-57,PGE,Contratação da Plataforma Jusbrasil para a Procuradoria-Geral do Estado do Piauí,SISTEMA,Sistema Existente/ Assinatura,Contratação Direta (Inexigibilidade),"R$ 25.444,80",ETIPI,CONCLUÍDO,ABAIXO DE 600 MIL,NÃO SE APLICA,APROVADO,"R$ 25.444,80",,,,Contratação de Pessoa Jurídica,12M,CG-081,DEPOIS DO COMITÊ,,,,,,,,EIXO TRANSVERSAL 3,Assinatura,,,,,,,,,
Seguiu sem aprovação,DCT93,07/04/2025,00009.024448/2024-14,SEFAZ,"Contratação de serviço de compartilhamento de dados de cadastro disponibilizados pelo SERPRO, direto de suas bases através da plataforma do b-Cadastro, para otimizar consultas de dados de CPF e CNPJ de contribuintes, para atender as necessidades da continuidade dos serviços do ambiente Hadoop",SISTEMA,Sistema Existente/ Assinatura,Contratação Direta (Inexigibilidade),"R$ 45.164,70",ETIPI,CONCLUÍDO,ABAIXO DE 600 MIL,NÃO SE APLICA,NÃO SE APLICA ,,,"R$ 45.164,70",25/04/2025,SERPRO,12M,CG-081,DEPOIS DO COMITÊ,,,,,NÃO,,,EIXO TRANSVERSAL 3,Assinatura,,,,,,,,,
Ver com o secretário o encaminhamento,DCT95,08/04/2025,00003.000571/2025-81,PGE,disponibilização de 03 (três) profissionais aprovados na área de Especialista em Análise e Desenvolvimento de Sistemas (Desenvolvedor Full Stack) para que possam integrar temporariamente a equipe do NIT da PGE-PI.,CONSULTORIA E SERVIÇOS DE TIC,Serviços / Outros Serviços Especializados,Não se aplica (Cessão de Pessoal de TI),"R$ 466.560,00",MÁRCIO (SIA),CONCLUÍDO,ABAIXO DE 600 MIL,PRÓXIMA (A CONFIRMAR),CANCELADO,,,,,ETIPI,12M,CG-081,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
Ver com o secretário o encaminhamento,DCT94,08/04/2025,00017.000183/2025-41,SEPLAN,"Solicita profissional especialista em Infraestrutura e Redes de Computadores, aprovado no processo seletivo realizado pela ETIPI em 2023, para atuar junto à Diretoria de Tecnologia e Inovação (DITI) desta Secretaria.",CONSULTORIA E SERVIÇOS DE TIC,Serviços / Outros Serviços Especializados,Não se aplica (Cessão de Pessoal de TI),"R$ 155.520,00",MÁRCIO (SIA),CONCLUÍDO,ABAIXO DE 600 MIL,PRÓXIMA (A CONFIRMAR),CANCELADO,,,,,ETIPI,12M,CG-081,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
,DCT96,16/04/2025,00027.000559/2025-06,SSP,"contratação de empresa para realizar o desenvolvimento do novo site institucional da Secretaria de Segurança Pública do Piauí, com o objetivo de modernizar e otimizar a comunicação entre a SSP-PI e a população.",SISTEMA,Novo Sistema / Contratação de Pessoa Jurídica,Contratação Direta (Dispensa),"R$ 57.200,00",MÁRCIO (SIA),CONCLUÍDO,ABAIXO DE 600 MIL,NÃO SE APLICA,APROVADO,"R$ 57.200,00",,"R$ 55.900,00",,Contratação de Pessoa Jurídica,12M,CG-171,DEPOIS DO COMITÊ,,,,,,,,EIXO ESTRATÉGICO 2,Desenvolvimento (Novo Sistema),,,,,,,,,
,DCT97,22/04/2025,00031.000088/2025-69,JUCEPI,Aquisição e contratação de empresa especializada para a implantação de uma Sala de Multimídia na Sala de Plenário de Vogais da JUCEPI.,INFRAESTRUTURA E EQUIPAMENTOS DE TIC,Outros Equipamentos,Adesão à Ata de Registro de Preços,"R$ 668.852,28",ETIPI,CONCLUÍDO,ACIMA 600 MIL,14/10/2025,APROVADO,,,,,Contratação de Pessoa Jurídica,12M,CG-084,DEPOIS DO COMITÊ,,,,,,,,EIXO ESTRATÉGICO 1,,"Materiais e Equipamentos de TIC, Materiais e Equipamentos Diversos",,,,,,,,
Seguiu sem aprovação,DCT98,22/04/2025,00031.000170/2025-93,JUCEPI,Aquisição de equipamentos de informática.,INFRAESTRUTURA E EQUIPAMENTOS DE TIC,Equipamentos de TIC,Adesão à Ata de Registro de Preços,"R$ 168.988,09",SEAD,CONCLUÍDO,ABAIXO DE 600 MIL,NÃO SE APLICA,NÃO SE APLICA ,,,,,Contratação de Pessoa Jurídica,12M,CG-084,DEPOIS DO COMITÊ,,,,,NÃO,,,EIXO ESTRATÉGICO 1,,"Materiais e Equipamentos de TIC, Materiais e Equipamentos Diversos",,,,,,,,
Seguiu sem aprovação,DCT99,24/04/2025,00031.000074/2025-45,JUCEPI,Solicitar a emissão de parecer técnico quanto à viabilidade da prorrogação do prazo de Vigência Contratual do contrato n.º 003/2021 que tem por objeto os serviços relacionados à manutenção da Rede Nacional para a Simplificação do Registro e da Legalização de Empresas e Negócios (REDESIM) no Estado do Piauí.,SISTEMA,Sistema Existente / Contratação de Pessoa Jurídica,Não se aplica (Renovação),"R$ 653.257,08",ETIPI,CONCLUÍDO,ACIMA 600 MIL,NÃO SE APLICA,APROVADO,,,"R$ 1.119.869,28",15/05/2025,Contratação de Pessoa Jurídica,12M,CG-084,DEPOIS DO COMITÊ,,,,,SIM,,,EIXO ESTRATÉGICO 1,,,,,,,,,,
Retirado da Pauta do dia 17/06. Verificar com o Secretario se o processo ainda tem viabilidade ,DCT100,28/04/2025,00309.004212/2024-87,ADAPI,"Contratação de serviços de otimização dos processos da adapi, visando o desenvolvimento de um modelo de gestão de desempenho para potencializar a eficiência operacional através da automação e profissionalização da gestão pública.",CONSULTORIA E SERVIÇOS DE TIC,Serviços / Outros Serviços Especializados,Contratação Direta (Dispensa) - FADEX,"R$ 2.512.629,19",SEAD,CONCLUÍDO,ACIMA 600 MIL,PRÓXIMA (A CONFIRMAR),AINDA NÃO SUBMETIDO,,,,,FADEX,12M,CG-084,DEPOIS DO COMITÊ,,,,,NÃO,,,EIXO ESTRATÉGICO 1,,,Outros serviços técnicos especializados;,,,,,,,
Seguiu sem aprovação,DCT102,06/05/2025,00031.000260/2025-84,JUCEPI,"Autorização para a prorrogação de vigência contratual  com a empresa Lima Júnior Comércio e Serviços de Informática, cujo objeto é a prestação de serviços de locação de 06(seis) Impressoras Multifuncional laser monocromática",CONSULTORIA E SERVIÇOS DE TIC,Serviços / Outsourcing de Impressão,Não se aplica (Renovação),"R$ 21.600,00",ETIPI,CONCLUÍDO,ABAIXO DE 600 MIL,NÃO SE APLICA,NÃO SE APLICA ,,,"R$ 21.600,00",01/07/2025,Contratação de Pessoa Jurídica,12M,CG-084,DEPOIS DO COMITÊ,,,,,SIM,,,EIXO ESTRATÉGICO 1,,,,,,,,,,
,DCT103,16/05/2025,00009.001202/2025-55,SEFAZ,"Contratação de serviços de mensageria (SMS e Whatsapp Business) e de nuvem particular para uso de Inteligência Artificial Generativa, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste documento.",CONSULTORIA E SERVIÇOS DE TIC,Serviços / Outros Serviços Especializados,Contratação Direta (Dispensa),"R$ 626.600,00",EQUIPE (SIA),CONCLUÍDO,ACIMA 600 MIL,17/06/2025,APROVADO,"R$ 626.600,00",,"R$ 490.998,78",,Contratação de Pessoa Jurídica,12M,CG-083,DEPOIS DO COMITÊ,,,,,NÃO,,,EIXO TRANSVERSAL 3 ,,,,,,,,,,
,DCT104,30/05/2025,00009.009220/2024-02,SEFAZ,"Contratação de empresa para aquisição de Licença de Software de Design Gráfico e seus aplicativos (Adobe Creative Cloud All Apps) por 36(trinta e seis) meses, para atender a demanda da ASCOM em desenvolver projetos de divulgação dos atos e eventos da SEFAZ/PI",SISTEMA,Novo Sistema / Licença,Contratação Direta (Dispensa),"R$ 16.169,00",SEAD,CONCLUÍDO,ABAIXO DE 600 MIL,NÃO SE APLICA,APROVADO,,,,,Contratação de Pessoa Jurídica,36M,CG-125 ,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
,DCT106,04/06/2025,00027.000095/2025-20,SSP,"Contratação de solução integrada visando a captação, transmissão, armazenamento, gestão e custódia de evidências digitais obtidas por câmeras corporais operacionais (CCO) ou bodycams nas atividades das instituições que compõem a Secretaria da Segurança Pública (SSP/PI)",SISTEMA,Novo Sistema / Contratação de Pessoa Jurídica,Pregão Eletrônico,"R$ 8.635.248,00",EQUIPE (SIA),CONCLUÍDO,ACIMA 600 MIL,17/06/2025,APROVADO,"R$ 8.635.248,00",,,,Contratação de Pessoa Jurídica,12M,CG-171,DEPOIS DO COMITÊ,,,,,NÃO,,,EIXO ESTRATÉGICO 2,,,,,,,,,,
,DCT107,05/06/2025,00011.026130/2025-18,SEDUC,"Contratação de serviços comuns de natureza contínua e de execução indireta por preço global de empresa especializada para produção e operacionalização do Programa de Mediação Tecnológica da Rede Pública de Ensino Estadual (Canal Educação), incluindo serviços técnicos para a produção de aulas a partir do Centro de Mídias, abrangendo infraestrutura tecnológica, operação, suporte técnico e treinamento",CONSULTORIA E SERVIÇOS DE TIC,Serviços / Outros Serviços Especializados,Pregão Eletrônico,"R$ 71.284.547,57",MÁRCIO (SIA),CONCLUÍDO,ACIMA 600 MIL,17/06/2025,APROVADO,"R$ 71.284.547,57",,,,Contratação de Pessoa Jurídica,12M,CG-075,DEPOIS DO COMITÊ,,,,,NÃO,,,EIXO ESTRATÉGICO 2,,,,,,,,,,
,DCT108,10/06/2025,00009.005294/2025-42,SEFAZ,Contratação da licença do Sistema Banco de Preços,SISTEMA,Sistema Existente/ Assinatura,Contratação Direta (Inexigibilidade),"R$ 36.900,00",MÁRCIO (SIA),CONCLUÍDO,ABAIXO DE 600 MIL,NÃO SE APLICA,APROVADO,,,,,Contratação de Pessoa Jurídica,12M,CG-059,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
,DCT109,13/06/2025,00030.007149/2025-29,DETRAN,"Desenvolvimento e manutençãodesoftware para o ambiente de TI abrangendo arquiteturas web, mobileecliente servidor, cumulada com oferta de garantia e atualização técnica",SISTEMA,Sistema Existente / Contratação de Pessoa Jurídica,Não se aplica (Renovação),"R$ 3.600.000,00",MÁRCIO (SIA),CONCLUÍDO,ACIMA 600 MIL,17/06/2025,APROVADO,"R$ 3.600.000,00",,"R$ 3.420.000,00",22/07/2025,Contratação de Pessoa Jurídica,12M,CG-005,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
,DCT110,13/06/2025,00030.018934/2025-15,DETRAN,"Contratação, por meio de pregão eletrônico, de empresa especializada para a disponibilização de plataforma tecnológica destinada à gestão, controle e auditoria das aulas práticas de direção veicular na categoria “A”, ministradas a candidatos beneficiários do Programa CNH Social Estudantil, instituído pela Lei Estadual nº 8.674, de 07 de maio de 2025",SISTEMA,Novo Sistema / Contratação de Pessoa Jurídica,Pregão Eletrônico,"R$ 2.160.000,00",ETIPI,CONCLUÍDO,ACIMA 600 MIL,17/06/2025,APROVADO,"R$ 2.160.000,00",,,não formalizado,Contratação de Pessoa Jurídica,12M,CG-005,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
,DCT113,14/07/2025,00027.007972/2024-11,SSP,Aquisição de equipamentos de informática para integrar as estações de trabalho na infraestrutura física do Núcleo de Estudos avançados em Segurança Pública – DATASSP,INFRAESTRUTURA E EQUIPAMENTOS DE TIC,Equipamentos de TIC,Adesão à Ata de Registro de Preços,"R$ 1.080.160,26",SEAD,CONCLUÍDO,ACIMA 600 MIL,14/10/2025,APROVADO,,,,,Contratação de Pessoa Jurídica,12M,CG-083,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
,DCT114,21/07/2025,00147.000783/2024-42,SSP,"Contratações de encomendas tecnológicas referentes a: 1)  contratação de serviços para desenvolvimento de um projeto de análise e interpretação de dados relacionados às ações das forças de Segurança Pública do Estado do Piauí. 2) contratação de serviços para o desenvolvimento de solução voltada à automatização da coleta e análise de informações sobre recursos humanos e equipamentos da Secretaria de Segurança Pública do Estado do Piauí, possibilitando melhor gestão e alocação destes recursos; e 3) contratação de serviços para o desenvolvimento de solução baseada em Inteligência Artificial (IA) e Processamento de Linguagem Natural (PLN) para automatização da análise de dados textuais dos Boletins de Ocorrência, detecção de padrões criminais e desenvolvimento de chatbot para comunicação com a sociedade;","SISTEMA, CONSULTORIA E SERVIÇOS DE TIC",Consultoria / Inteligência Artificial,Encomenda Tecnológica,"R$ 98.280,00",EQUIPE (SIA),CONCLUÍDO,ABAIXO DE 600 MIL,NÃO SE APLICA,APROVADO,,,#N/A,,Contratação de Pessoa Jurídica,12M,CG-171,DEPOIS DO COMITÊ,,Contratação via Encomenda Tecnológica,,,,,,,,,,,,,,,,
Enviado para deliberação,DCT115,24/07/2025,00089.010656/2025-74,UESPI,Aquisição de Licença Perpétua do Microsoft Office Home & Student 2021.,SISTEMA,Sistema Existente/ Licença,Pregão Eletrônico,"R$ 16.661,43",ETIPI,CONCLUÍDO,ABAIXO DE 600 MIL,NÃO SE APLICA,AINDA NÃO SUBMETIDO,,,#N/A,,Contratação de Pessoa Jurídica,12M,CG-007,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
Enviado para deliberação,DCT117,28/07/2025,00027.001730/2025-96,SSP,"Aquisição de Notebooks para implantação de unidades de serviços de coleta de digitais em recém nascidos nas 15 maternidades estaduais, para emissão carteira de identidade nacional",INFRAESTRUTURA E EQUIPAMENTOS DE TIC,Equipamentos de TIC,Adesão à Ata de Registro de Preços,"R$ 111.360,00",EQUIPE (SIA),CONCLUÍDO,ABAIXO DE 600 MIL,NÃO SE APLICA,AINDA NÃO SUBMETIDO,,,#N/A,,Contratação de Pessoa Jurídica,12M,CG-171,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
,DCT116,28/07/2025,00240.002053/2025-07,SADA,"Aquisição de licenciamento de software da Gestão Administrativa para o Banco de Alimentos da CEASA/PI, no contexto do Contrato de repasse N° 970983 (SEI nº 018852079) firmado com o Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",SISTEMA,Novo Sistema / Licença,Convênio Federal,"R$ 10.050,00",SEAD,CONCLUÍDO,ABAIXO DE 600 MIL,NÃO SE APLICA,AINDA NÃO SUBMETIDO,,,#N/A,,Contratação de Pessoa Jurídica,12M,CG-128,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
"Como não vai ter incremento de valor, não precisa de nova manifestação do CTD",DCT119,30/07/2025,00012.013830/2025-24,SESAPI,"Solicitação de prorrogação do Contrato nº 523/2024, com vigência até 29/07/2025 (contratação de uma solução integrada para implantação de software de gestão de saúde, para atender as necessidades da Secretaria de Estado da Saúde)",SISTEMA,Sistema Existente / Contratação de Pessoa Jurídica,Não se aplica (Renovação),"R$ 54.150.000,00",NÃO SE APLICA,NÃO INICIADO,ACIMA 600 MIL,PRÓXIMA (A CONFIRMAR),CANCELADO,,,#N/A,,Contratação de Pessoa Jurídica,12M,CG-031,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
AD REFERENDUM,DCT118,30/07/2025,00153.000952/2025-46,SETUR,"Contratação de empresa especializada para prestação de serviços de desenvolvimento de plataforma de turismo, compreendendo o fornecimento de serviços de suporte técnico, sustentação, manutenção corretiva, manutenção preventiva, manutenção perfectiva e manutenção evolutiva",SISTEMA,Novo Sistema / ETIPI,Contratação Direta (Dispensa) - ETIPI,"R$ 1.559.558,00",MÁRCIO (SIA),CONCLUÍDO,ACIMA 600 MIL,PRÓXIMA (A CONFIRMAR),APROVADO,,,#N/A,,Contratação de Pessoa Jurídica,12M,CG-105,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
,DCT120,01/08/2025,00089.012178/2025-37,UESPI,"Aquisição de licenças do Google Workspace for Education Plus, juntamente com serviço de suporte técnico, para alunos e professores.",SISTEMA,Sistema Existente/ Licença,Adesão à Ata de Registro de Preços,"R$ 1.155.036,00",MÁRCIO (SIA),CONCLUÍDO,ACIMA 600 MIL,"PRÓXIMA (A CONFIRMAR), 14/10/2025",ACIMA DE 600 MIL - DETALHAR INFORMAÇÕES E REAPRESENTAR NO CONSELHO,,,#N/A,,Contratação de Pessoa Jurídica,36M,CG-007,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
Enviado para deliberação,DCT121,04/08/2025,00027.004478/2025-77,SSP,"Contratação de serviços para aplicação das etapas iniciais do processo de KDD, com o objetivo de aprimorar a infraestrutura de dados da SSP-PI, por meio de auditoria automatizada, tratamento e transformação de dados, e desenvolvimento de interface interativa para visualização e validação das modificações realizadas.",CONSULTORIA E SERVIÇOS DE TIC,Consultoria / Inteligência Artificial,Contratação Direta (Dispensa) - FADEX,"R$ 510.000,00",EQUIPE (SIA),CONCLUÍDO,ABAIXO DE 600 MIL,NÃO SE APLICA,AINDA NÃO SUBMETIDO,,,#N/A,,FADEX,12M,CG-171,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
Enviado para deliberação,DCT122,06/08/2025,00002.004512/2024-19,SEAD,Aquisição de equipamentos de informática para o Instituto Presente por meio de emenda parlamentar,INFRAESTRUTURA E EQUIPAMENTOS DE TIC,Equipamentos de TIC,Adesão à Ata de Registro de Preços,"R$ 31.213,32",ETIPI,NÃO INICIADO,ABAIXO DE 600 MIL,NÃO SE APLICA,AINDA NÃO SUBMETIDO,,,#N/A,,Contratação de Pessoa Jurídica,12M,CG-083,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
AD REFERENDUM,DCT126,18/08/2025,00011.039681/2025-33,SEDUC,"Contratação para o desenvolvimento e a implementação de solução tecnológica que viabilize o acompanhamento de áreas fundamentais ao desenvolvimento infantil, tais como saúde, educação, assistência social e família, além da composição de equipe de apoio técnico especializada, ação estratégia essencial para integrar e otimizar o monitoramento das ações do Pacto pela Educação. ",SISTEMA,Novo Sistema / Licença,Contratação Direta (Dispensa) - ETIPI,"R$ 14.390.400,00",MÁRCIO (SIA),CONCLUÍDO,ACIMA 600 MIL,PRÓXIMA (A CONFIRMAR),APROVADO,,,#N/A,,ETIPI,12M,CG-037,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
AD REFERENDUM,DCT124,18/08/2025,00017.001767/2025-33,SEPLAN,"Abertura de procedimento licitatório para registro de preços para eventual fornecimento de equipamentos de informática e audivisuais para atender as necessidades da Secretaria Estadual de Saúde do Piauí (SESAPI), da Secretaria Estadual da Assistência Social, Trabalho e Direitos Humanos do Piauí (SASC) e da Secretaria de Estado do Planejamento do Piauí (SEPLAN/PI) no âmbito do Projeto Piauí Pilares de Desenvolvimento Humano (PDH).",INFRAESTRUTURA E EQUIPAMENTOS DE TIC,Equipamentos de TIC,"Operação de Crédito (BID, BIRD, etc)","R$ 10.960.328,62",SEAD,CONCLUÍDO,ACIMA 600 MIL,PRÓXIMA (A CONFIRMAR),APROVADO,,,#N/A,,Contratação de Pessoa Jurídica,12M,CG-081,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
,DCT123,18/08/2025,00009.003202/2025-90,SEFAZ,"Prestação de serviços de manutenção programada preventiva e manutenção corretiva dos componentes do Data Center (Sala Cofre) da Secretaria da Fazenda do Estado do Piauí – SEFAZ/PI, incluindo mão de obra e todo o material necessário para a execução do serviço",CONSULTORIA E SERVIÇOS DE TIC,Serviços / Outros Serviços Especializados,Pregão Eletrônico,"R$ 911.664,54",MÁRCIO (SIA),CONCLUÍDO,ACIMA 600 MIL,14/10/2025,APROVADO,,,,,Contratação de Pessoa Jurídica,12M,CG-081,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
PROCESSO NÃO DISTRIBUIDO - DEVE SER DISCUTIDO INTERNAMENTE O SEGUIMENTO ,DCT127,28/08/2025,00071.002732/2025-67,INTERPI,"Fornecimento de 12 (doze) licenças de uso da solução de Inteligência Artificial ChatGPT, versão GPT-4.0 – plano Teams/Business, com vigência de 12 (doze) meses consecutivos, incluindo suporte técnico, acesso à API, atualizações automáticas da plataforma e gerenciamento centralizado de usuários.",SISTEMA,Sistema Existente/ Licença,Contratação Direta (Dispensa),"R$ 21.600,00",NÃO SE APLICA,NÃO INICIADO,ABAIXO DE 600 MIL,NÃO SE APLICA,AINDA NÃO SUBMETIDO,,,#N/A,,Contratação de Pessoa Jurídica,12M,CG-081,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
Enviado para deliberação,DCT128,28/08/2025,00071.004120/2025-17,INTERPI,"Contratação de Empresa Especializada na disponibilização da assinatura da ferramenta de pesquisa e comparação de preços praticados pela Administração Pública, denominada Banco de Preços, que consiste num sistema de pesquisas baseado em resultados de licitações adjudicadas e homologadas, visando facilitar a pesquisa de mercado para estimar os custos das contratações do INTERPI, por um período de 12 (doze) meses.",SISTEMA,Sistema Existente/ Assinatura,Contratação Direta (Inexigibilidade),"R$ 12.300,00",MÁRCIO (SIA),CONCLUÍDO,ABAIXO DE 600 MIL,NÃO SE APLICA,AINDA NÃO SUBMETIDO,,,#N/A,,Contratação de Pessoa Jurídica,12M,CG-059,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
,DCT129,01/09/2025,00027.006243/2025-10,SSP,Aquisição de equipamentos eletrônicos para montagem de kit VIGIA,INFRAESTRUTURA E EQUIPAMENTOS DE TIC,Outros Equipamentos,Contratação Direta (Dispensa),"R$ 53.177,25",EQUIPE (SIA),CONCLUÍDO,ABAIXO DE 600 MIL,NÃO SE APLICA,APROVADO,,,#N/A,,Contratação de Pessoa Jurídica,12M,CG-171,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
,DCT130,09/09/2025,00027.005681/2025-61,SSP,"Contratação de empresa para o desenvolvimento de solução com o objetivo de aprofundar a análise dos indicadores de suicídio no Estado do Piauí, reconhecendo a importância das metodologias distintas de suas fontes de dados para uma compreensão mais completa do fenômeno do suicídio. (FADEX)",SISTEMA,Novo Sistema / Contratação de Pessoa Jurídica,Contratação Direta (Dispensa) - FADEX,"R$ 650.000,00",EQUIPE (SIA),CONCLUÍDO,ACIMA 600 MIL,14/10/2025,APROVADO,,,,,FADEX,12M,CG-171,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
